image_id,category,license,dataset_name,image_path,description,source_url,data_kind,is_external_reference
HF-JEWELRY-1678,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_028.png,A pair of gold earrings with textured rectangular tops and dangling spherical clusters.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1679,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_029.png,A pair of ornate gold earrings with a crown-like top and a tassel fringe.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1680,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_030.png,"A pair of ornate gold earrings with floral designs and dangling chains, isolated on a white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1681,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_031.png,Pair of gold earrings with a tassel design featuring twisted chains and spherical beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1682,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_032.png,A pair of gold earrings with a floral design and dangling elements.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1683,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_033.png,A pair of ornate gold earrings with floral detailing and teardrop-shaped tops.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1684,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_034.png,Close-up shot of a pair of ornate gold earrings with intricate floral designs and textured surfaces.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1685,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_035.png,Pair of ornate gold earrings with floral designs and dangling beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1686,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_036.png,A pair of ornate gold earrings with floral detailing and dangling beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1687,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_037.png,A pair of ornate gold earrings with dangling chains and decorative embellishments.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1688,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_038.png,A pair of ornate gold earrings with a central circular motif surrounded by intricate detailing.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1689,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_039.png,Pair of ornate gold earrings with intricate filigree work and dangling beaded accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1690,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_040.png,Pair of ornate gold earrings with paisley-shaped tops and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1691,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_041.png,"Pair of ornate gold earrings with intricate detailing and dangling accents, isolated on white.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1692,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_042.png,Pair of ornate gold earrings with intricately detailed filigree work and leaf-shaped pendants.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1693,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_043.png,A pair of gold leaf-shaped earrings with dangling chains and small gold balls.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1694,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_044.png,A pair of ornate gold star-shaped earrings with dangling chains and small balls.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1695,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_045.png,"A pair of ornate, triangular gold earrings with intricate detailing and dangling bells.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1696,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_046.png,"Pair of gold ear cuffs with leaf-shaped accents and long, dangling beaded chains.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1697,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_047.png,"A pair of ornate gold earrings, each featuring a tiered design with textured spherical and teardrop-shaped elements.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1698,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_048.png,Pair of ornate gold earrings with geometric diamond lattice design and spherical accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1699,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_049.png,A pair of gold earrings with a rectangular top and dangling chains ending in small gold balls.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1700,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_050.png,A pair of gold jhumka earrings with intricate floral detailing and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1701,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_051.png,Pair of gold earrings with ornate floral tops and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1702,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_052.png,Pair of ornate gold earrings with a floral design and dangling bells.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1703,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_053.png,"A pair of ornate gold earrings with a dangling, intricately designed pendant.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1704,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_054.png,A pair of gold earrings with a floral design and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1705,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_055.png,Close-up shot of a pair of gold flower-shaped earrings with dangling chains and beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1706,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_057.png,A pair of gold earrings with textured circular tops and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1707,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_058.png,A pair of gold jhumka earrings with textured conical pendants and delicate chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1708,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_059.png,Pair of gold flower-shaped earrings with dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1709,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/019_060.png,Pair of ornate gold ear cuffs with dangling triangular accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1710,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/01_1024x1024.jpg,"A pair of diamond earrings with a swirling, floral design set in yellow gold, reflected on a white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1711,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_001.png,"Close-up shot of a pair of gold earrings with geometric, textured designs.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1712,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_002.png,A pair of gold earrings with intricately designed rectangular tops and textured spherical drops.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1713,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_003.png,Pair of ornate gold earrings with diamond-shaped tops and dangling jhumkas.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1714,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_004.png,Pair of ornate gold earrings with teardrop design and intricate filigree work.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1715,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_005.png,Pair of gold leaf-shaped drop earrings with teardrop accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1716,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_006.png,"Pair of gold earrings with intricate floral and rope designs, ending in a small gold ball.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1717,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_007.png,A pair of ornate gold earrings with rectangular filigree tops and dangling bells.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1718,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_008.png,Pair of ornate gold earrings with intricate filigree work and dangling bell-shaped accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1719,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_009.png,Pair of ornate gold earrings with intricate filigree detailing and dangling floral accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1720,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_010.png,"A pair of gold earrings with an intricate, interwoven knot design.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1721,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_011.png,Pair of gold earrings with star charms dangling from circular hoops and small ball accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1722,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_012.png,A pair of gold leaf-shaped dangling earrings.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1723,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_013.png,A pair of gold leaf-shaped dangling earrings.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1724,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_014.png,Pair of gold earrings with flower and geometric designs.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1725,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_015.png,A pair of gold leaf-shaped dangling earrings with small beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1726,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_016.png,"A pair of gold, ornate, wing-shaped earrings with filigree detailing.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1727,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_017.png,Pair of ornate gold earrings with triangular tops and rectangular filigree pendants featuring leaf motifs.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1728,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_018.png,"A pair of gold earrings with green enamel detailing, featuring floral and leaf motifs, dangling from a delicate chain.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1729,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_019.png,"Pair of gold earrings with ornate, leaf-shaped pendants and detailed top sections.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1730,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_020.png,Pair of gold earrings with three ornate circular designs and dangling beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1731,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_021.png,A pair of intricately designed gold earrings with leaf motifs and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1732,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_022.png,A pair of intricately designed gold earrings with a filigree top and dangling chains of gold beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1733,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_023.png,A pair of ornate gold earrings with paisley-shaped hoops and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1734,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_024.png,Pair of ornate gold earrings with filigree leaf-shaped pendants and dangling beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1735,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_025.png,Pair of ornate gold earrings with teardrop pendants and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1736,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_026.png,Pair of gold earrings with floral design and dangling beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1737,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_027.png,Pair of gold earrings with textured disc and dangling small spheres.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1738,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_028.png,Close-up shot of a pair of ornate gold earrings with intricate detailing and a dangling bead.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1739,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_029.png,Pair of gold earrings with beaded ladder design and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1740,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_030.png,"A pair of gold earrings with intricate detailing, featuring a square-shaped top and a beaded fringe.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1741,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_031.png,A pair of intricately designed gold peacock earrings with dangling bells.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1742,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_032.png,Pair of ornate gold peacock earrings with dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1743,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_033.png,A pair of ornate gold earrings with beaded detailing and heart-shaped accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1744,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_034.png,"A pair of ornate gold earrings with peacock and floral motifs, hanging jhumkas, and intricate detailing.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1745,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_035.png,A pair of gold leaf-shaped dangle earrings with textured hoops.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1746,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_036.png,A pair of gold earrings featuring stylized fox heads dangling above shrimp.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1747,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_037.png,"Pair of ornate, gold, filigree earrings against a white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1748,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/020_038.png,"Pair of ornate gold earrings with floral and feather-like designs, featuring red and green enamel accents and dangling tassels.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1749,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_001.png,A pair of ornate gold earrings with teardrop and fan-shaped designs.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1750,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_002.png,A pair of ornate gold heart-shaped earrings with intricate detailing.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1751,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_003.png,"A pair of ornate gold earrings with floral accents, teardrop pendants, and tassel details.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1752,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_004.png,"Pair of ornate gold earrings with intricate filigree detailing, hanging teardrop design, and small top embellishments.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1753,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_005.png,"A pair of ornate, gold, circular earrings with intricate detailing and dangling accents.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1754,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_006.png,"A pair of ornate gold earrings with intricate detailing, featuring a teardrop design and dangling chains.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1755,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_007.png,A pair of ornate gold earrings with floral and heart-shaped designs.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1756,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_008.png,A pair of gold earrings with flower-shaped tops and intricately designed triangular pendants.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1757,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_009.png,A pair of ornate gold earrings featuring dangling floral designs.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1758,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_010.png,A pair of ornate gold earrings with floral designs and teardrop accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1759,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_011.png,A pair of ornate gold earrings with intricate filigree work and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1760,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_012.png,A pair of ornate gold earrings with intricate filigree work and floral designs hanging from a central ball.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1761,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_013.png,Pair of ornate gold earrings with heart-shaped filigree designs and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1762,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_014.png,A pair of intricately designed gold earrings with dangling embellishments.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1763,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_015.png,A pair of ornate gold earrings with leaf-shaped pendants and intricate detailing.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1764,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_016.png,A pair of gold earrings featuring two dangling flower-shaped charms and teardrop pendants.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1765,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_017.png,Pair of ornate gold earrings with floral and dangling elements.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1766,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_018.png,A pair of ornate gold earrings featuring flower-shaped pendants and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1767,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_019.png,Pair of ornate gold earrings with filigree detailing and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1768,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_020.png,A pair of ornate gold earrings with floral designs and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1769,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_021.png,A pair of ornate gold earrings with teardrop-shaped pendants and dangling chains of beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1770,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_022.png,A pair of ornate gold earrings with intricate detailing and a teardrop pendant.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1771,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_023.png,Pair of ornate gold earrings with dangling leaf-shaped pendants.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1772,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_024.png,Pair of ornate gold earrings with heart-shaped tops and dangling chains.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1773,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_025.png,Pair of ornate gold earrings with intricate detailing and geometric designs.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1774,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_026.png,"A pair of ornate gold earrings, each featuring two tiered floral designs and a diamond-shaped pendant.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1775,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_027.png,"A pair of intricately designed gold earrings with teardrop and diamond shapes, hanging from delicate chains.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1776,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_028.png,"A pair of intricately designed, gold earrings with teardrop accents.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1777,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_029.png,A pair of ornate gold earrings with teardrop-shaped pendants and intricate detailing.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1778,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_030.png,A pair of ornate gold earrings with intricate detailing and a dangling design.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1779,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_031.png,"A pair of ornate gold earrings with intricate filigree work and dangling accents, set against a white background.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1780,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_032.png,"A pair of ornate, gold, teardrop-shaped earrings with intricate filigree detailing.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1781,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_033.png,"A pair of ornate, gold earrings with teardrop-shaped pendants and intricate filigree work, hanging from delicate chains.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1782,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_034.png,"Pair of ornate gold earrings with leaf and teardrop motifs, intricately carved.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1783,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_035.png,"Pair of ornate gold earrings with diamond-shaped tops and teardrop-shaped pendants, featuring intricate filigree work and small dangling beads.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1784,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_036.png,"A pair of ornate, gold, dangling earrings with intricate floral designs.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1785,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_037.png,Pair of intricately designed gold earrings with teardrop and ball accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1786,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_038.png,Pair of ornate gold earrings with intricate filigree work and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1787,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_039.png,A pair of intricately designed gold earrings with teardrop-shaped elements and circular accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1788,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_040.png,"A pair of ornate, gold, filigree earrings with floral designs and dangling accents.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1789,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_042.png,"Image of a pair of intricately designed gold earrings, perfect for jewelry datasets.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1790,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_043.png,"Pair of ornate gold earrings with circular and leaf-shaped details, hanging from a delicate chain.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1791,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_044.png,"A pair of ornate gold earrings with intricate detailing, hanging from a central disc and adorned with multiple dangling elements.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1792,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_045.png,A pair of intricately designed gold earrings with floral motifs and dangling beads.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1793,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_046.png,Pair of ornate gold earrings with teardrop-shaped central elements and dangling accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1794,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_047.png,"A pair of ornate gold earrings with filigree detailing, featuring a diamond shape with a floral motif and a teardrop pendant.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1795,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_048.png,"Pair of ornate gold earrings with circular and teardrop accents, dangling from delicate chains.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1796,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_049.png,"A pair of ornate gold earrings with intricate, dangling designs.",https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
HF-JEWELRY-1797,earring_best,MIT,sidd707/jewelry-design-dataset,earring_best/021_050.png,A pair of ornate gold earrings with intricate detailing and dangling spherical accents.,https://huggingface.co/datasets/sidd707/jewelry-design-dataset,external_reference,true
