external_id,name,category,material,plating,color,size,style,gender,stone,moq,reference_price,currency,image_url,source_url,source_name,data_kind,is_external_reference
JW-A35EF9A5-07,Vivid 18K Gold-Plated CZ Channel & Prong-Set Rings - Gold Round Multi-Color CZ / 7,ring,stainless steel,gold-plated,,,,unisex,,1,4.66,USD,https://jewena.com/static/products/c2/JW-A35EF9A5/v2_73c278a3.webp,https://jewena.com/products/vivid-18k-gold-plated-cz-channel-prong-set-rings?variant=JW-A35EF9A5-07,Jewena,external_reference,true
JW-A35EF9A5-08,Vivid 18K Gold-Plated CZ Channel & Prong-Set Rings - Gold Round Multi-Color CZ / 8,ring,stainless steel,gold-plated,,,,unisex,,1,4.66,USD,https://jewena.com/static/products/c2/JW-A35EF9A5/v2_73c278a3.webp,https://jewena.com/products/vivid-18k-gold-plated-cz-channel-prong-set-rings?variant=JW-A35EF9A5-08,Jewena,external_reference,true
JW-A35EF9A5-09,Vivid 18K Gold-Plated CZ Channel & Prong-Set Rings - Gold Round Multi-Color CZ / 9,ring,stainless steel,gold-plated,,,,unisex,,1,4.66,USD,https://jewena.com/static/products/c2/JW-A35EF9A5/v2_73c278a3.webp,https://jewena.com/products/vivid-18k-gold-plated-cz-channel-prong-set-rings?variant=JW-A35EF9A5-09,Jewena,external_reference,true
JW-D16D1A04-01,Radiant 18K Gold-Plated Five-Petal CZ Tassel Hoop Earrings - Gold CZ,ring,stainless steel,gold-plated,,,,unisex,,1,6.57,USD,https://jewena.com/static/products/2b/JW-D16D1A04/v0_37b14317.webp,https://jewena.com/products/radiant-18k-gold-plated-five-petal-cz-tassel-hoop-earrings?variant=JW-D16D1A04-01,Jewena,external_reference,true
JW-D16D1A04-02,Radiant 18K Gold-Plated Five-Petal CZ Tassel Hoop Earrings - Silver CZ,ring,stainless steel,gold-plated,,,,unisex,,1,5.92,USD,https://jewena.com/static/products/2b/JW-D16D1A04/v1_1a7fdcb9.webp,https://jewena.com/products/radiant-18k-gold-plated-five-petal-cz-tassel-hoop-earrings?variant=JW-D16D1A04-02,Jewena,external_reference,true
JW-D16D1A04-03,Radiant 18K Gold-Plated Five-Petal CZ Tassel Hoop Earrings - Two-Tone CZ,ring,stainless steel,gold-plated,,,,unisex,,1,6.16,USD,https://jewena.com/static/products/2b/JW-D16D1A04/v2_37b14317.webp,https://jewena.com/products/radiant-18k-gold-plated-five-petal-cz-tassel-hoop-earrings?variant=JW-D16D1A04-03,Jewena,external_reference,true
JW-A8DDCCB2-01,Sculptural 18K Gold-Plated Oval Cutout Hoop Earrings - Silver Coffee Bean Hollow,ring,stainless steel,gold-plated,,,,unisex,,1,2.44,USD,https://jewena.com/static/products/dd/JW-A8DDCCB2/v0_b3f29251.webp,https://jewena.com/products/sculptural-18k-gold-plated-oval-cutout-hoop-earrings?variant=JW-A8DDCCB2-01,Jewena,external_reference,true
JW-A8DDCCB2-02,Sculptural 18K Gold-Plated Oval Cutout Hoop Earrings - Gold Coffee Bean Hollow,ring,stainless steel,gold-plated,,,,unisex,,1,2.68,USD,https://jewena.com/static/products/dd/JW-A8DDCCB2/v1_b3f29251.webp,https://jewena.com/products/sculptural-18k-gold-plated-oval-cutout-hoop-earrings?variant=JW-A8DDCCB2-02,Jewena,external_reference,true
JW-A8DDCCB2-03,Sculptural 18K Gold-Plated Oval Cutout Hoop Earrings - Two-Tone Coffee Bean Hollow,ring,stainless steel,gold-plated,,,,unisex,,1,2.71,USD,https://jewena.com/static/products/dd/JW-A8DDCCB2/v2_53abb0bf.webp,https://jewena.com/products/sculptural-18k-gold-plated-oval-cutout-hoop-earrings?variant=JW-A8DDCCB2-03,Jewena,external_reference,true
JW-D70F5748-01,Evil Eye Gold-Plated Layered Bead Chain Necklace - Gold CZ 40+5cm,necklace,stainless steel,gold-plated,,,,unisex,,1,3.87,USD,https://jewena.com/static/products/85/JW-D70F5748/v0_bdeac760.webp,https://jewena.com/products/evil-eye-gold-plated-layered-bead-chain-necklace?variant=JW-D70F5748-01,Jewena,external_reference,true
JW-D70F5748-02,Evil Eye Gold-Plated Layered Bead Chain Necklace - Silver CZ 40+5cm,necklace,stainless steel,gold-plated,,,,unisex,,1,3.46,USD,https://jewena.com/static/products/85/JW-D70F5748/v1_87e635c5.webp,https://jewena.com/products/evil-eye-gold-plated-layered-bead-chain-necklace?variant=JW-D70F5748-02,Jewena,external_reference,true
JW-D70F5748-03,Evil Eye Gold-Plated Layered Bead Chain Necklace - Gold Cross Bead 40+5cm,necklace,stainless steel,gold-plated,,,,unisex,,1,1.62,USD,https://jewena.com/static/products/85/JW-D70F5748/v2_07791fa2.webp,https://jewena.com/products/evil-eye-gold-plated-layered-bead-chain-necklace?variant=JW-D70F5748-03,Jewena,external_reference,true
JW-D70F5748-04,Evil Eye Gold-Plated Layered Bead Chain Necklace - Silver Cross Bead 40+5cm,necklace,stainless steel,gold-plated,,,,unisex,,1,1.62,USD,https://jewena.com/static/products/85/JW-D70F5748/v3_07791fa2.webp,https://jewena.com/products/evil-eye-gold-plated-layered-bead-chain-necklace?variant=JW-D70F5748-04,Jewena,external_reference,true
JW-718F78FB-01,Delicate Stainless Steel Pavé Bow Cable Chain Jewelry Set - Gold Bow,jewelry,stainless steel,,,,,unisex,,1,3.55,USD,https://jewena.com/static/products/06/JW-718F78FB/v0_53ab6c30.webp,https://jewena.com/products/delicate-stainless-steel-pave-bow-cable-chain-jewelry-set?variant=JW-718F78FB-01,Jewena,external_reference,true
JW-718F78FB-02,Delicate Stainless Steel Pavé Bow Cable Chain Jewelry Set - Silver Bow,jewelry,stainless steel,,,,,unisex,,1,3.55,USD,https://jewena.com/static/products/06/JW-718F78FB/v1_53ab6c30.webp,https://jewena.com/products/delicate-stainless-steel-pave-bow-cable-chain-jewelry-set?variant=JW-718F78FB-02,Jewena,external_reference,true
JW-718F78FB-03,Delicate Stainless Steel Pavé Bow Cable Chain Jewelry Set - Gold Flower,jewelry,stainless steel,,,,,unisex,,1,3.39,USD,https://jewena.com/static/products/06/JW-718F78FB/v2_fd2a93c3.webp,https://jewena.com/products/delicate-stainless-steel-pave-bow-cable-chain-jewelry-set?variant=JW-718F78FB-03,Jewena,external_reference,true
JW-CC025292-01,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - White 5 x 5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.42,USD,https://jewena.com/static/products/29/JW-CC025292/v0_44afa6e3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-01,Jewena,external_reference,true
JW-CC025292-02,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - White 7 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v0_44afa6e3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-02,Jewena,external_reference,true
JW-CC025292-03,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - White 9 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.65,USD,https://jewena.com/static/products/29/JW-CC025292/v0_44afa6e3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-03,Jewena,external_reference,true
JW-CC025292-04,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - White 7.5 x 7.5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v0_44afa6e3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-04,Jewena,external_reference,true
JW-CC025292-05,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - White 12 x 6 x 10 cm Gift Bag,jewelry,stainless steel,,,,,unisex,,1,1.25,USD,https://jewena.com/static/products/29/JW-CC025292/v0_44afa6e3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-05,Jewena,external_reference,true
JW-CC025292-06,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Pink 5 x 5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.42,USD,https://jewena.com/static/products/29/JW-CC025292/v1_462dc9cb.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-06,Jewena,external_reference,true
JW-CC025292-07,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Pink 7 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v1_462dc9cb.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-07,Jewena,external_reference,true
JW-CC025292-08,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Pink 9 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.65,USD,https://jewena.com/static/products/29/JW-CC025292/v1_462dc9cb.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-08,Jewena,external_reference,true
JW-CC025292-09,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Pink 7.5 x 7.5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v1_462dc9cb.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-09,Jewena,external_reference,true
JW-CC025292-10,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Pink 12 x 6 x 10 cm Gift Bag,jewelry,stainless steel,,,,,unisex,,1,1.25,USD,https://jewena.com/static/products/29/JW-CC025292/v1_462dc9cb.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-10,Jewena,external_reference,true
JW-CC025292-11,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Grey 5 x 5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.42,USD,https://jewena.com/static/products/29/JW-CC025292/v2_19cd1cb3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-11,Jewena,external_reference,true
JW-CC025292-12,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Grey 7 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v2_19cd1cb3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-12,Jewena,external_reference,true
JW-CC025292-13,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Grey 9 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.65,USD,https://jewena.com/static/products/29/JW-CC025292/v2_19cd1cb3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-13,Jewena,external_reference,true
JW-CC025292-14,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Grey 7.5 x 7.5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v2_19cd1cb3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-14,Jewena,external_reference,true
JW-CC025292-15,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Grey 12 x 6 x 10 cm Gift Bag,jewelry,stainless steel,,,,,unisex,,1,1.25,USD,https://jewena.com/static/products/29/JW-CC025292/v2_19cd1cb3.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-15,Jewena,external_reference,true
JW-CC025292-16,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Royal Blue 5 x 5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.42,USD,https://jewena.com/static/products/29/JW-CC025292/v3_2801ead9.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-16,Jewena,external_reference,true
JW-CC025292-17,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Royal Blue 7 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v3_2801ead9.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-17,Jewena,external_reference,true
JW-CC025292-18,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Royal Blue 9 x 9 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.65,USD,https://jewena.com/static/products/29/JW-CC025292/v3_2801ead9.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-18,Jewena,external_reference,true
JW-CC025292-19,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Royal Blue 7.5 x 7.5 x 3.5 cm Box,jewelry,stainless steel,,,,,unisex,,1,1.56,USD,https://jewena.com/static/products/29/JW-CC025292/v3_2801ead9.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-19,Jewena,external_reference,true
JW-CC025292-20,Elegant Paper Drawer Box with Ribbon Pull Jewelry Box - Royal Blue 12 x 6 x 10 cm Gift Bag,jewelry,stainless steel,,,,,unisex,,1,1.25,USD,https://jewena.com/static/products/29/JW-CC025292/v3_2801ead9.webp,https://jewena.com/products/elegant-paper-drawer-box-with-ribbon-pull-jewelry-box?variant=JW-CC025292-20,Jewena,external_reference,true
JW-CDDBF057-01,Virgin Mary Gold PVD 316 Stainless Steel Medallion Pendant - Gold Style SM092 Without Chain,necklace,316,PVD,,,,unisex,,1,2.26,USD,https://jewena.com/static/products/89/JW-CDDBF057/v0_7d6c2e4a.webp,https://jewena.com/products/virgin-mary-gold-plated-316-medallion-pendant?variant=JW-CDDBF057-01,Jewena,external_reference,true
JW-2FDBA8C0-01,Iced Square-Cut 316 Stainless Steel Pavé PVD Signet Ring - 8,ring,316,PVD,,,,unisex,,1,4.31,USD,https://jewena.com/static/products/fb/JW-2FDBA8C0/0_bce14bdd.webp,https://jewena.com/products/iced-square-cut-316-stainless-steel-pave-signet-ring?variant=JW-2FDBA8C0-01,Jewena,external_reference,true
JW-2FDBA8C0-02,Iced Square-Cut 316 Stainless Steel Pavé PVD Signet Ring - 9,ring,316,PVD,,,,unisex,,1,4.31,USD,https://jewena.com/static/products/fb/JW-2FDBA8C0/0_bce14bdd.webp,https://jewena.com/products/iced-square-cut-316-stainless-steel-pave-signet-ring?variant=JW-2FDBA8C0-02,Jewena,external_reference,true
JW-2FDBA8C0-03,Iced Square-Cut 316 Stainless Steel Pavé PVD Signet Ring - 10,ring,316,PVD,,,,unisex,,1,4.31,USD,https://jewena.com/static/products/fb/JW-2FDBA8C0/0_bce14bdd.webp,https://jewena.com/products/iced-square-cut-316-stainless-steel-pave-signet-ring?variant=JW-2FDBA8C0-03,Jewena,external_reference,true
JW-2FDBA8C0-04,Iced Square-Cut 316 Stainless Steel Pavé PVD Signet Ring - 11,ring,316,PVD,,,,unisex,,1,4.31,USD,https://jewena.com/static/products/fb/JW-2FDBA8C0/0_bce14bdd.webp,https://jewena.com/products/iced-square-cut-316-stainless-steel-pave-signet-ring?variant=JW-2FDBA8C0-04,Jewena,external_reference,true
JW-2FDBA8C0-05,Iced Square-Cut 316 Stainless Steel Pavé PVD Signet Ring - 12,ring,316,PVD,,,,unisex,,1,4.31,USD,https://jewena.com/static/products/fb/JW-2FDBA8C0/0_bce14bdd.webp,https://jewena.com/products/iced-square-cut-316-stainless-steel-pave-signet-ring?variant=JW-2FDBA8C0-05,Jewena,external_reference,true
JW-2FDBA8C0-06,Iced Square-Cut 316 Stainless Steel Pavé PVD Signet Ring - 13,ring,316,PVD,,,,unisex,,1,4.31,USD,https://jewena.com/static/products/fb/JW-2FDBA8C0/0_bce14bdd.webp,https://jewena.com/products/iced-square-cut-316-stainless-steel-pave-signet-ring?variant=JW-2FDBA8C0-06,Jewena,external_reference,true
JW-699BB1EE-01,Lion Medallion 316 Stainless Steel Flame Rim Pendant PVD - Gold White Eyes Without Chain,necklace,316,PVD,,,,unisex,,1,3.43,USD,https://jewena.com/static/products/a4/JW-699BB1EE/v0_0a11cb3a.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-flame-rim-pendant?variant=JW-699BB1EE-01,Jewena,external_reference,true
JW-699BB1EE-02,Lion Medallion 316 Stainless Steel Flame Rim Pendant PVD - Silver White Eyes Without Chain,necklace,316,PVD,,,,unisex,,1,3.17,USD,https://jewena.com/static/products/a4/JW-699BB1EE/v1_b53e82e4.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-flame-rim-pendant?variant=JW-699BB1EE-02,Jewena,external_reference,true
JW-699BB1EE-05,Lion Medallion 316 Stainless Steel Flame Rim Pendant PVD - Gold Rope 3.0 x 60 cm,necklace,316,PVD,,,,unisex,,1,1.8,USD,https://jewena.com/static/products/a4/JW-699BB1EE/v4_3ad845d4.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-flame-rim-pendant?variant=JW-699BB1EE-05,Jewena,external_reference,true
JW-699BB1EE-06,Lion Medallion 316 Stainless Steel Flame Rim Pendant PVD - Silver Rope 3.0 x 60 cm,necklace,316,PVD,,,,unisex,,1,1.49,USD,https://jewena.com/static/products/a4/JW-699BB1EE/v5_a151015e.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-flame-rim-pendant?variant=JW-699BB1EE-06,Jewena,external_reference,true
JW-699BB1EE-07,Lion Medallion 316 Stainless Steel Flame Rim Pendant PVD - Gold Box Pearl 3.0 x 60 cm,necklace,316,PVD,,,,unisex,,1,1.42,USD,https://jewena.com/static/products/a4/JW-699BB1EE/v6_3c426f5e.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-flame-rim-pendant?variant=JW-699BB1EE-07,Jewena,external_reference,true
JW-699BB1EE-08,Lion Medallion 316 Stainless Steel Flame Rim Pendant PVD - Silver Box Pearl 3.0 x 60 cm,necklace,316,PVD,,,,unisex,,1,1.11,USD,https://jewena.com/static/products/a4/JW-699BB1EE/v7_80805761.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-flame-rim-pendant?variant=JW-699BB1EE-08,Jewena,external_reference,true
JW-B6D1A3AD-01,Oversized Gold-Plated Jesus Pavé Loincloth Pendant - Gold Without Chain,necklace,stainless steel,gold-plated,,,,unisex,,1,4.06,USD,https://jewena.com/static/products/27/JW-B6D1A3AD/0_09882cae.webp,https://jewena.com/products/oversized-gold-plated-jesus-pave-loincloth-pendant?variant=JW-B6D1A3AD-01,Jewena,external_reference,true
JW-B6D1A3AD-02,Oversized Gold-Plated Jesus Pavé Loincloth Pendant - Silver Without Chain,necklace,stainless steel,gold-plated,,,,unisex,,1,3.81,USD,https://jewena.com/static/products/27/JW-B6D1A3AD/4_ed1fcb14.webp,https://jewena.com/products/oversized-gold-plated-jesus-pave-loincloth-pendant?variant=JW-B6D1A3AD-02,Jewena,external_reference,true
JW-814385E4-01,Figural Gold-Plated Last Supper Round Pendant - Gold Without Chain,necklace,stainless steel,gold-plated,,,,unisex,,1,2.64,USD,https://jewena.com/static/products/3b/JW-814385E4/0_b40090e6.webp,https://jewena.com/products/figural-gold-plated-last-supper-round-pendant?variant=JW-814385E4-01,Jewena,external_reference,true
JW-EC2A01D0-01,Virgin Mary Gold PVD 316 Stainless Steel Ray Halo Pendant - Gold Large Without Chain,necklace,316,PVD,,,,unisex,,1,3.55,USD,https://jewena.com/static/products/cd/JW-EC2A01D0/1_d5c66ace.webp,https://jewena.com/products/virgin-mary-gold-plated-316-stainless-steel-ray-halo-pendant?variant=JW-EC2A01D0-01,Jewena,external_reference,true
JW-837EFE7C-01,Eagle Medallion 316 Stainless Steel Pavé Border Pendant PVD - Gold Without Chain,necklace,316,PVD,,,,unisex,,1,3.68,USD,https://jewena.com/static/products/63/JW-837EFE7C/1_3e3c767c.webp,https://jewena.com/products/eagle-medallion-316-stainless-steel-pave-border-pendant?variant=JW-837EFE7C-01,Jewena,external_reference,true
JW-837EFE7C-02,Eagle Medallion 316 Stainless Steel Pavé Border Pendant PVD - Gold with Square Pearl 60 cm,necklace,316,PVD,,,,unisex,,1,1.42,USD,https://jewena.com/static/products/63/JW-837EFE7C/v0_8103e9af.webp,https://jewena.com/products/eagle-medallion-316-stainless-steel-pave-border-pendant?variant=JW-837EFE7C-02,Jewena,external_reference,true
JW-837EFE7C-03,Eagle Medallion 316 Stainless Steel Pavé Border Pendant PVD - Silver with Square Pearl 60 cm,necklace,316,PVD,,,,unisex,,1,1.11,USD,https://jewena.com/static/products/63/JW-837EFE7C/v1_1158210d.webp,https://jewena.com/products/eagle-medallion-316-stainless-steel-pave-border-pendant?variant=JW-837EFE7C-03,Jewena,external_reference,true
JW-451BC402-01,Pavé Snake Cross 18K Gold PVD 316 Stainless Steel Pendant - Gold Without Chain,necklace,316,PVD,,,,unisex,,1,4.31,USD,https://jewena.com/static/products/a3/JW-451BC402/v0_49f8b776.webp,https://jewena.com/products/pave-snake-cross-18k-gold-plated-316-pendant?variant=JW-451BC402-01,Jewena,external_reference,true
JW-451BC402-02,Pavé Snake Cross 18K Gold PVD 316 Stainless Steel Pendant - Silver Without Chain,necklace,316,PVD,,,,unisex,,1,4.06,USD,https://jewena.com/static/products/a3/JW-451BC402/v1_27b8f7d2.webp,https://jewena.com/products/pave-snake-cross-18k-gold-plated-316-pendant?variant=JW-451BC402-02,Jewena,external_reference,true
JW-24DD0141-01,Oxidized Stainless Steel Elephant Head Ribbed Pendant - Blackened Silver Without Chain,necklace,stainless steel,,,,,unisex,,1,2.13,USD,https://jewena.com/static/products/6e/JW-24DD0141/3_a1ccf274.webp,https://jewena.com/products/oxidized-stainless-steel-elephant-head-ribbed-pendant?variant=JW-24DD0141-01,Jewena,external_reference,true
JW-24DD0141-02,Oxidized Stainless Steel Elephant Head Ribbed Pendant - Silver with Pearl 60 cm,necklace,stainless steel,,,,,unisex,,1,1.11,USD,https://jewena.com/static/products/6e/JW-24DD0141/v0_e2cb5412.webp,https://jewena.com/products/oxidized-stainless-steel-elephant-head-ribbed-pendant?variant=JW-24DD0141-02,Jewena,external_reference,true
JW-24DD0141-03,Oxidized Stainless Steel Elephant Head Ribbed Pendant - Silver with Flower Basket 60 cm,necklace,stainless steel,,,,,unisex,,1,1.49,USD,https://jewena.com/static/products/6e/JW-24DD0141/v1_c49aab95.webp,https://jewena.com/products/oxidized-stainless-steel-elephant-head-ribbed-pendant?variant=JW-24DD0141-03,Jewena,external_reference,true
JW-7E7DB730-01,Lion Medallion 316 Stainless Steel Pavé Octagon Pendant - Silver Without Chain,necklace,316,,,,,unisex,,1,3.02,USD,https://jewena.com/static/products/69/JW-7E7DB730/2_b4c7f31f.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-pave-octagon-pendant?variant=JW-7E7DB730-01,Jewena,external_reference,true
JW-7E7DB730-02,"Lion Medallion 316 Stainless Steel Pavé Octagon Pendant - Silver Basket Chain, 30 mm x 60 cm",necklace,316,,,,,unisex,,1,1.49,USD,https://jewena.com/static/products/69/JW-7E7DB730/v0_2807f338.webp,https://jewena.com/products/lion-medallion-316-stainless-steel-pave-octagon-pendant?variant=JW-7E7DB730-02,Jewena,external_reference,true
JW-086B4746-01,Devotional Gold-Plated Stainless Steel Crystal-Rim Mary Pendant - Gold Without Chain,necklace,stainless steel,gold-plated,,,,unisex,,1,3.5,USD,https://jewena.com/static/products/4f/JW-086B4746/0_1eac6dd0.webp,https://jewena.com/products/devotional-gold-plated-stainless-steel-crystal-rim-mary-pendant?variant=JW-086B4746-01,Jewena,external_reference,true
JW-086B4746-02,Devotional Gold-Plated Stainless Steel Crystal-Rim Mary Pendant - Silver Without Chain,necklace,stainless steel,gold-plated,,,,unisex,,1,3.17,USD,https://jewena.com/static/products/4f/JW-086B4746/2_f6084798.webp,https://jewena.com/products/devotional-gold-plated-stainless-steel-crystal-rim-mary-pendant?variant=JW-086B4746-02,Jewena,external_reference,true
JW-086B4746-03,Devotional Gold-Plated Stainless Steel Crystal-Rim Mary Pendant - Gold with 60 cm Wheat,necklace,stainless steel,gold-plated,,,,unisex,,1,1.67,USD,https://jewena.com/static/products/4f/JW-086B4746/v0_50e5d55b.webp,https://jewena.com/products/devotional-gold-plated-stainless-steel-crystal-rim-mary-pendant?variant=JW-086B4746-03,Jewena,external_reference,true
JW-086B4746-04,Devotional Gold-Plated Stainless Steel Crystal-Rim Mary Pendant - Silver with 60 cm Wheat,necklace,stainless steel,gold-plated,,,,unisex,,1,1.42,USD,https://jewena.com/static/products/4f/JW-086B4746/v1_ddbba952.webp,https://jewena.com/products/devotional-gold-plated-stainless-steel-crystal-rim-mary-pendant?variant=JW-086B4746-04,Jewena,external_reference,true
JW-9A125FD3-01,Swept Wing 316 Stainless Steel Pavé Crystal Pendant PVD - Gold A Without Chain,necklace,316,PVD,,,,unisex,,1,3.81,USD,https://jewena.com/static/products/60/JW-9A125FD3/0_d6f38bfe.webp,https://jewena.com/products/swept-wing-316-stainless-steel-pave-crystal-pendant?variant=JW-9A125FD3-01,Jewena,external_reference,true
JW-9A125FD3-02,Swept Wing 316 Stainless Steel Pavé Crystal Pendant PVD - Silver A Without Chain,necklace,316,PVD,,,,unisex,,1,3.55,USD,https://jewena.com/static/products/60/JW-9A125FD3/1_2ed0a00f.webp,https://jewena.com/products/swept-wing-316-stainless-steel-pave-crystal-pendant?variant=JW-9A125FD3-02,Jewena,external_reference,true
JW-9A125FD3-03,Swept Wing 316 Stainless Steel Pavé Crystal Pendant PVD - Gold B Without Chain,necklace,316,PVD,,,,unisex,,1,3.55,USD,https://jewena.com/static/products/60/JW-9A125FD3/v0_b4cf5f96.webp,https://jewena.com/products/swept-wing-316-stainless-steel-pave-crystal-pendant?variant=JW-9A125FD3-03,Jewena,external_reference,true
JW-9A125FD3-04,Swept Wing 316 Stainless Steel Pavé Crystal Pendant PVD - Silver B Without Chain,necklace,316,PVD,,,,unisex,,1,3.3,USD,https://jewena.com/static/products/60/JW-9A125FD3/v1_6938c159.webp,https://jewena.com/products/swept-wing-316-stainless-steel-pave-crystal-pendant?variant=JW-9A125FD3-04,Jewena,external_reference,true
JW-3CA38BED-01,Winged Eagle 316 Stainless Steel Oval Turquoise Pendant - Silver Without Chain,necklace,316,,,,,unisex,,1,2.64,USD,https://jewena.com/static/products/1c/JW-3CA38BED/v0_9dd317e3.webp,https://jewena.com/products/winged-eagle-316-stainless-steel-oval-turquoise-pendant?variant=JW-3CA38BED-01,Jewena,external_reference,true
JW-36368BAA-01,Regal 316 Stainless Steel Square Crystal Pavé Wide-Band Men's PVD Ring - Gold Red Crystal / 7,ring,316,PVD,,,,unisex,,1,3.5,USD,https://jewena.com/static/products/b3/JW-36368BAA/v0_781d93d2.webp,https://jewena.com/products/regal-316-square-crystal-pave-wide-band-men-s-ring?variant=JW-36368BAA-01,Jewena,external_reference,true
JW-36368BAA-02,Regal 316 Stainless Steel Square Crystal Pavé Wide-Band Men's PVD Ring - Gold Red Crystal / 8,ring,316,PVD,,,,unisex,,1,3.5,USD,https://jewena.com/static/products/b3/JW-36368BAA/v0_781d93d2.webp,https://jewena.com/products/regal-316-square-crystal-pave-wide-band-men-s-ring?variant=JW-36368BAA-02,Jewena,external_reference,true
